Key,Virtual Compound Preferred Name,EUbOPEN Compound ID,Compound SMILES,Compound InChi Key,Protein Family,Target ID,NCBI Gene ID,UniProt ID,Synonyms,Mode of Action,Negative Control (In Case of Probe),Affinity Biochemical (nM),Affinity Biochemical Definition,Affinity Biochemical Assay Type,Affinity Biochemical Source Knowledge,Affinity Biochemical Relation,Affinity On-target Cellular (nM),Affinity On-target Cellular Definition,Affinity On-target Cellular Assay Type,Affinity on-target cellular Source Knowledge,Affinity On-target Cellular Relation,Selectivity Number of Off-targets,Selectivity Platform,Selectivity Platform Number of Targets,Selectivity Remarks,Selectivity Source Knowledge,CG-Set,Recommended Concentration,,,,,,,EUB0000366a
EUB0000169b_PLK1,BI-2536,EUB0000169b,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,XQVVPGYIWAGRNI-JOCHJYFZSA-N,Protein Kinase,PLK1,5347,P53350,,Inhibitor,,0.19,Kd,ITC,https://doi.org/ 10.1021/acs.jmedchem.8b01947,=,,,,,,8,KinomeScan (DiscoverX),468,"Screened at 1 µM, closest targets as % of contrl.: ALK(C1156Y) (0.3%), CAMKK1/2 (3.7/ 3.4%), PIP5K2C (4.2%), PLK2/3 (1.2/ 0.5%), RPS6KA4(KD2-C) (0.3%); follow-up IC50s of closest targets: IC50(PLK2) = 3.5 nM, IC50(PLK3) = 9 nM; Screened in Dundee panel against 30 kinases at 10 µM, clean profile; Screened in SafetyScreen44™ (Eurofins) against 64 targets (GPCRS, ion channels, transporters) at 10 µM, closest target as % of contr. ALPHA1A/R (13%);","https://doi.org/10.1016/j.cub.2006.12.046,  https://opnme.com/molecules/plk1-bi-2536",Kinase set,1 µM,,,,,,,
EUB0000169b_BRD4,BI-2536,EUB0000169b,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,XQVVPGYIWAGRNI-JOCHJYFZSA-N,Bromodomain,BRD4,23476,O60885,"HUNKI, MCAP, CAP, HUNK1",Inhibitor,,37,Kd,ITC,https://doi.org/ 10.1021/acs.jmedchem.8b01947,=,300,IC50,NanoBRET assay (HEK293T cells),,=,8,KinomeScan (DiscoverX),468,"Screened at 1 µM, closest targets as % of contrl.: ALK(C1156Y) (0.3%), CAMKK1/2 (3.7/ 3.4%), PIP5K2C (4.2%), PLK2/3 (1.2/ 0.5%), RPS6KA4(KD2-C) (0.3%), follow-up IC50s of closest targets: IC50(PLK2) = 3.5 nM, IC50(PLK3) = 9 nM; Screened in Dundee panel against 30 kinases at 10 µM, clean profile; Screened in SafetyScreen44™ (Eurofins) against 64 targets (GPCRS, ion channels, transporters) at 10 µM, closest target as % of contr. ALPHA1A/R (13%);","https://doi.org/10.1016/j.cub.2006.12.046,  https://opnme.com/molecules/plk1-bi-2536",Kinase set,1 µM,,,,,,,
EUB0000178b_STK3,XMU-MP-1,EUB0000178b,CN1C(=O)c2sccc2N(C)c2nc(Nc3ccc(S(N)(=O)=O)cc3)ncc21,YRDHKIFCGOZTGD-UHFFFAOYSA-N,Protein Kinase,STK3,6788,Q13188,"MST2, KRS1",Inhibitor,,11,Kd,Competition binding assay (DiscoverX),https://doi.org/10.1126/scitranslmed.aaf2304,=,,,,,,20,KinomeScan (DiscoverX),468,"Screened at 1 µM, S(10) = 0.05, closest targets as % of contr.: ABL (M351T phosph.) (5.5%), ABL (Q252H phosph.) (6.8%), ABL (T315I phosph.) (1.6%), AURKA (0.05%), AURKB (3.4%), DCAMKL1 (8.3%), MAP3K2 (2.6%), MAP3K3 (2%), JAK1 (JH2 pseudokinase domain) (4.3%), STK24 (0.9%), STK26 (0.6%), PIK3CG (0.15%), PIP5K1C (10%), PIP5K2C (8%), RIPK4 (9.5%), TAOK1 (2.6%), TAOK2 (3.4%), TAOK3 (4.5%), TYK2 (JH1 catalytic domain, 2.7%), ULK2 (4.8%); Follow-up Kds and IC50s: Kd/IC50(ABL, M351T phosph.) = 42/ 17.6 nM, KD/IC50(ABL (Q252H phosph.) = 24/ 11.6 nM, Kd/IC50(ABL, T315I phosph.) = 14/ 16.6 nM, Kd/IC50 (AURKA) = 13/ 19.4 nM, Kd/IC50(AURKB) = 40/ 19.4 nM, Kd/IC50(DCAMKL1) = 25/ 27.9 nM, Kd/IC50(MAP3K2) = 19/ 79.6 nM, Kd/IC50(MAP3K3) = 27/ 38.4 nM, Kd/IC50(JAK1, JH2 pseudokinase domain) = 22/ 38.7 nM, Kd/IC50(STK24) = 18/ 44.8 nM, Kd/IC50(STK26) = 16/ 27.3 nM, Kd/IC50(PIK3CG) = 4.8/ 38.4 nM, Kd/IC50(PIP5K1C) = 77/ 436 nM, Kd(PIP5K2C) = 34 nM, Kd(RIPK4) = 140 nM, Kd/IC50(TAOK1) = 180/ 165 nM, Kd/IC50(TAOK2) = 100/ 134 nM, Kd/IC50(TAOK3) = 610/ 254 nM, Kd/IC50(TYK2, JH1 catalytic domain) = 610/ 254 nM, Kd/IC50(ULK2) = 35/ 41.5 nM;",https://doi.org/10.1126/scitranslmed.aaf2304,Kinase set,100 nM,,,,,,,
EUB0000178b_STK4,XMU-MP-1,EUB0000178b,CN1C(=O)c2sccc2N(C)c2nc(Nc3ccc(S(N)(=O)=O)cc3)ncc21,YRDHKIFCGOZTGD-UHFFFAOYSA-N,Protein Kinase,STK4,6789,Q13043,"MST1, KRS2, YSK3",Inhibitor,,17,Kd,Competition binding assay (DiscoverX),https://doi.org/10.1126/scitranslmed.aaf2304,=,,,,,,20,KinomeScan (DiscoverX),468,"Screened at 1 µM, S(10) = 0.05, closest targets as % of contr.: ABL (M351T phosph.) (5.5%), ABL (Q252H phosph.) (6.8%), ABL (T315I phosph.) (1.6%), AURKA (0.05%), AURKB (3.4%), DCAMKL1 (8.3%), MAP3K2 (2.6%), MAP3K3 (2%), JAK1 (JH2 pseudokinase domain) (4.3%), STK24 (0.9%), STK26 (0.6%), PIK3CG (0.15%), PIP5K1C (10%), PIP5K2C (8%), RIPK4 (9.5%), TAOK1 (2.6%), TAOK2 (3.4%), TAOK3 (4.5%), TYK2 (JH1 catalytic domain, 2.7%), ULK2 (4.8%); Follow-up Kds and IC50s: Kd/IC50(ABL, M351T phosph.) = 42/ 17.6 nM, KD/IC50(ABL (Q252H phosph.) = 24/ 11.6 nM, Kd/IC50(ABL, T315I phosph.) = 14/ 16.6 nM, Kd/IC50 (AURKA) = 13/ 19.4 nM, Kd/IC50(AURKB) = 40/ 19.4 nM, Kd/IC50(DCAMKL1) = 25/ 27.9 nM, Kd/IC50(MAP3K2) = 19/ 79.6 nM, Kd/IC50(MAP3K3) = 27/ 38.4 nM, Kd/IC50(JAK1, JH2 pseudokinase domain) = 22/ 38.7 nM, Kd/IC50(STK24) = 18/ 44.8 nM, Kd/IC50(STK26) = 16/ 27.3 nM, Kd/IC50(PIK3CG) = 4.8/ 38.4 nM, Kd/IC50(PIP5K1C) = 77/ 436 nM, Kd(PIP5K2C) = 34 nM, Kd(RIPK4) = 140 nM, Kd/IC50(TAOK1) = 180/ 165 nM, Kd/IC50(TAOK2) = 100/ 134 nM, Kd/IC50(TAOK3) = 610/ 254 nM, Kd/IC50(TYK2, JH1 catalytic domain) = 610/ 254 nM, Kd/IC50(ULK2) = 35/ 41.5 nM;",https://doi.org/10.1126/scitranslmed.aaf2304,Kinase set,100 nM,,,,,,,
EUB0000181a_NR2B1,Bexarotene,EUB0000181a,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,NAVMQTYZDKMPEU-UHFFFAOYSA-N,Nuclear Receptors,NR2B1,,,,Agonist,,,,,,,30,EC50,cell-based,"https://doi.org/10.1021/jm00016a018 ,  https://doi.org/10.1021/jm00044a014",0,2,literature,,"EC50 at 196 nM for NR1H3, EC50 at 434 nM for NR1H2",https://doi.org/10.1016/j.bmcl.2017.01.066,Nuclear Receptor set,1 µM,,,,,,,
EUB0000181a_NR2B2,Bexarotene,EUB0000181a,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,NAVMQTYZDKMPEU-UHFFFAOYSA-N,Nuclear Receptors,NR2B2,,,,Agonist,,,,,,,25,EC50,cell-based,"https://doi.org/10.1021/jm00016a018 ,  https://doi.org/10.1021/jm00044a014",0,2,literature,,"EC50 at 196 nM for NR1H3, EC50 at 434 nM for NR1H2",https://doi.org/10.1016/j.bmcl.2017.01.066,Nuclear Receptor set,1 µM,,,,,,,
EUB0000181a_NR2B3,Bexarotene,EUB0000181a,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,NAVMQTYZDKMPEU-UHFFFAOYSA-N,Nuclear Receptors,NR2B3,,,,Agonist,,,,,,,23,EC50,cell-based,"https://doi.org/10.1021/jm00016a018 ,  https://doi.org/10.1021/jm00044a014",0,2,literature,,"EC50 at 196 nM for NR1H3, EC50 at 434 nM for NR1H2",https://doi.org/10.1016/j.bmcl.2017.01.066,Nuclear Receptor set,1 µM,,,,,,,
EUB0000182b_NR1H4,Fexaramine,EUB0000182b,CN(C)C1=CC=C(C=C1)C2=CC=C(C=C2)CN(C3=CC=CC(=C3)/C=C/C(=O)OC)C(=O)C4CCCCC4,VLQTUNDJHLEFEQ-KGENOOAVSA-N,Nuclear Receptors,NR1H4,9971,Q96RI1,"FXR, RIP14, HRR1, HRR-1",Agonist,,,,,,,960,EC50,"Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV-hFXR-LBD expression plasmid)",,0,,"Nuclear receptor panel, bromodomain and kinase panel",20,"Screened at 1 µM against NR1H2, NR1H3, NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): clean selectivty profile with no significant agonism/antagonism detected; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",,Nuclear Receptor set,1 µM,,,,,,,
EUB0000183b_NR1H2,GSK2033,EUB0000183b,CC1=CC(=C(C(=C1)C)S(=O)(=O)N(CC2=CC=C(C=C2)C3=CC(=CC=C3)S(=O)(=O)C)CC4=CC=C(O4)C(F)(F)F)C,PSOXOVKYGWBTPB-UHFFFAOYSA-N,Nuclear Receptors,NR1H2,7376,P55055,"NER, NER-I, RIP15, LXR-b, LXRb",Antagonist,,,,,,,40,IC50,"Gal4 reporter gene assay (CV-1 cells were cotransfected with a reporter plasmid harboring the Gal4 enhancer region linked to the luciferase reporter gene, pSG5-SRC-1 expression plasmid and Gal4-LXR? or -LXR? expression plasmid)",https://doi.org/10.1021/jm901797p,0,,"Nuclear receptor panel, bromodomain and kinase panel",20,"Screened at 3 µM against NR1H4, NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): clean selectivty profile with no significant agonism/antagonism detected; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",,Nuclear Receptor set,3 µM,,,,,,,
EUB0000183b_NR1H3,GSK2033,EUB0000183b,CC1=CC(=C(C(=C1)C)S(=O)(=O)N(CC2=CC=C(C=C2)C3=CC(=CC=C3)S(=O)(=O)C)CC4=CC=C(O4)C(F)(F)F)C,PSOXOVKYGWBTPB-UHFFFAOYSA-N,Nuclear Receptors,NR1H3,10062,Q13133,"LXR-a, RLD-1, LXRa",Antagonist,,,,,,,100,IC50,"Gal4 reporter gene assay (CV-1 cells were cotransfected with a reporter plasmid harboring the Gal4 enhancer region linked to the luciferase reporter gene, pSG5-SRC-1 expression plasmid and Gal4-LXR? or -LXR? expression plasmid)",https://doi.org/10.1021/jm901797p,0,,"Nuclear receptor panel, bromodomain and kinase panel",20,"Screened at 3 µM against NR1H4, NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): clean selectivty profile with no significant agonism/antagonism detected; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",,Nuclear Receptor set,3 µM,,,,,,,
EUB0000184b_NR1H4,GW4064,EUB0000184b,CC(C)C1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)COC3=CC(=C(C=C3)/C=C/C4=CC(=CC=C4)C(=O)O)Cl,BYTNEISLBIENSA-MDZDMXLPSA-N,Nuclear Receptors,NR1H4,9971,Q96RI1,"FXR, RIP14, HRR1, HRR-1",Agonist,,,,,,,370,EC50,"Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV-hFXR-LBD expression plasmid)",,0,,"Nuclear receptor panel, bromodomain and kinase panel",20,"Screened at 1 µM against NR1H2, NR1H3, NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): clean selectivty profile with no significant agonism/antagonism detected; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",,Nuclear Receptor set,1 µM,,,,,,,
EUB0000185b_PPARA,GW7647,EUB0000185b,CC(C)(C(=O)O)SC1=CC=C(C=C1)CCN(CCCCC2CCCCC2)C(=O)NC3CCCCC3,PKNYXWMTHFMHKD-UHFFFAOYSA-N,NR,PPARA,5465,Q07869,"hPPAR, NR1C1",Agonist,,,,,,,6.3,EC50,cell-based,https://doi.org/10.1016/s0960-894x(01)00188-3,=,1,Reportergenassay,26,"fold-activation(PPARD) = 19.05, inactive at 1 µM for UL48, RXRA, HNF4A, NR2C1, NR2E1, NR4A1, NR5A1",https://zenodo.org/records/10474037,NR,1 µM,,,,,,,
EUB0000185b_PPARG,GW7647,EUB0000185b,CC(C)(C(=O)O)SC1=CC=C(C=C1)CCN(CCCCC2CCCCC2)C(=O)NC3CCCCC3,PKNYXWMTHFMHKD-UHFFFAOYSA-N,NR,PPARG,5468,P37231,"PPARG1, PPARG2, NR1C3, PPARgamma",Agonist,,,,,,,1000,EC50,cell-based,https://doi.org/10.1016/s0960-894x(01)00188-3,=,1,Reportergenassay,26,"fold-activation(PPARD) = 19.05, inactive at 1 µM for UL48, RXRA, HNF4A, NR2C1, NR2E1, NR4A1, NR5A1",https://zenodo.org/records/10474037,NR,1 µM,,,,,,,
EUB0000185b_NR1C1,GW7647,EUB0000185b,CC(C)(C(=O)O)SC1=CC=C(C=C1)CCN(CCCCC2CCCCC2)C(=O)NC3CCCCC3,PKNYXWMTHFMHKD-UHFFFAOYSA-N,Nuclear Receptors,NR1C1,,,,Agonist,,,,,,,6,EC50,"Reporter gene assay (CV-1 cells were cotransfected with aP2-tk-CAT reporter plasmid, pCH110-?-galactosidase control plasmid and pSG5-Gal4-PPAR? or -PPAR? expression plasmid)",https://doi.org/10.1016/S0960-894X(01)00188-3,0,1,"Nuclear receptor panel, bromodomain and kinase panel, literature",20,"Screened at 1 µM against NR1C2, NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): fold-activation (NR1C2) = 19.2, EC50 = 6200 nM for NR1C2 reported in literature; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",https://doi.org/10.1016/S0960-894X(01)00188-3,Nuclear Receptor set,1 µM,,,,,,,
EUB0000185b_NR1C3,GW7647,EUB0000185b,CC(C)(C(=O)O)SC1=CC=C(C=C1)CCN(CCCCC2CCCCC2)C(=O)NC3CCCCC3,PKNYXWMTHFMHKD-UHFFFAOYSA-N,Nuclear Receptors,NR1C3,,,,Agonist,,,,,,,1100,EC50,"Reporter gene assay (CV-1 cells were cotransfected with aP2-tk-CAT reporter plasmid, pCH110-?-galactosidase control plasmid and pSG5-Gal4-PPAR? or -PPAR? expression plasmid)",https://doi.org/10.1016/S0960-894X(01)00188-3,0,1,"Nuclear receptor panel, bromodomain and kinase panel, literature",20,"Screened at 1 µM against NR1C2, NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): fold-activation (NR1C2) = 19.2, EC50 = 6200 nM for NR1C2 reported in literature; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",https://doi.org/10.1016/S0960-894X(01)00188-3,Nuclear Receptor set,1 µM,,,,,,,
EUB0000188b_NR1C1,"L-165,041",EUB0000188b,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O,HBBVCKCCQCQCTJ-UHFFFAOYSA-N,Nuclear Receptors,NR1C1,,,,Agonist,,,,,,,977,EC50,"cell-based transactivation assay for NR1C1; Gal4 hybrid reporter gene assay for NR1C2 and NR1C3 (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV-hRAR?-LBD expression plasmid)",https://doi.org/10.1016/j.bmcl.2006.06.028,0,,"Nuclear receptor panel, bromodomain and kinase panel",20,"Screened at 1 µM against NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): clean selectivty profile with no significant agonism/antagonism detected; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",,Nuclear Receptor set,1 µM,,,,,,,
EUB0000188b_NR1C2,"L-165,041",EUB0000188b,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O,HBBVCKCCQCQCTJ-UHFFFAOYSA-N,Nuclear Receptors,NR1C2,,,,Agonist,,,,,,,15,EC50,"cell-based transactivation assay for NR1C1; Gal4 hybrid reporter gene assay for NR1C2 and NR1C3 (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV-hRAR?-LBD expression plasmid)",,0,,"Nuclear receptor panel, bromodomain and kinase panel",20,"Screened at 1 µM against NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): clean selectivty profile with no significant agonism/antagonism detected; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",,Nuclear Receptor set,1 µM,,,,,,,
EUB0000188b_NR1C3,"L-165,041",EUB0000188b,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O,HBBVCKCCQCQCTJ-UHFFFAOYSA-N,Nuclear Receptors,NR1C3,,,,Agonist,,,,,,,983,EC50,"cell-based transactivation assay for NR1C1; Gal4 hybrid reporter gene assay for NR1C2 and NR1C3 (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV-hRAR?-LBD expression plasmid)",,0,,"Nuclear receptor panel, bromodomain and kinase panel",20,"Screened at 1 µM against NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): clean selectivty profile with no significant agonism/antagonism detected; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",,Nuclear Receptor set,1 µM,,,,,,,
EUB0000188b_PPARA,"L-165,041",EUB0000188b,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O,HBBVCKCCQCQCTJ-UHFFFAOYSA-N,NR,PPARA,5465,Q07869,"hPPAR, NR1C1",Agonist,,,,,,,1000,EC50,cell-based,https://doi.org/10.1016/j.bmcl.2006.06.028,=,,Reportergenassay,26,"inactive at 1 µM for UL48, RXRA, HNF4A, NR2C1, NR2E1, NR4A1, NR5A1",https://zenodo.org/records/10474037,NR,1 µM,,,,,,,
EUB0000188b_PPARD,"L-165,041",EUB0000188b,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O,HBBVCKCCQCQCTJ-UHFFFAOYSA-N,NR,PPARD,5467,Q03181,"NUC1, NUCII, FAAR, NR1C2",Agonist,,,,,,,15,EC50,cell-based,https://zenodo.org/records/10474037,=,,Reportergenassay,26,"inactive at 1 µM for UL48, RXRA, HNF4A, NR2C1, NR2E1, NR4A1, NR5A1",https://zenodo.org/records/10474037,NR,1 µM,,,,,,,
EUB0000188b_PPARG,"L-165,041",EUB0000188b,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O,HBBVCKCCQCQCTJ-UHFFFAOYSA-N,NR,PPARG,5468,P37231,"PPARG1, PPARG2, NR1C3, PPARgamma",Agonist,,,,,,,980,EC50,cell-based,https://zenodo.org/records/10474037,=,,Reportergenassay,26,"inactive at 1 µM for UL48, RXRA, HNF4A, NR2C1, NR2E1, NR4A1, NR5A1",https://zenodo.org/records/10474037,NR,1 µM,,,,,,,
EUB0000190b_NR1C3,Rosiglitazone,EUB0000190b,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,YASAKCUCGLMORW-UHFFFAOYSA-N,Nuclear Receptors,NR1C3,,,,Agonist,,,,,,,35,EC50,Gal4 reporter gene assay (HEK293 cells),https://doi.org/10.1016/j.bmcl.2010.02.071,0,,"Nuclear receptor panel, bromodomain and kinase panel",20,"Screened at 1 µM against NR1C1, NR1C2, NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): clean selectivty profile with no significant agonism/antagonism detected; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",,Nuclear Receptor set,1 µM,,,,,,,
EUB0000190b_PPARG,Rosiglitazone,EUB0000190b,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,YASAKCUCGLMORW-UHFFFAOYSA-N,NR,PPARG,5468,P37231,"PPARG1, PPARG2, NR1C3, PPARgamma",Agonist,,,,,,,35,EC50,cell-based,https://doi.org/10.1016/j.bmcl.2010.02.071,=,,Reportergenassay,26,"inactive at 1 µM for UL48, RXRA, HNF4A, NR2C1, NR2E1, NR4A1, NR5A1",https://zenodo.org/records/10474037,NR,1 µM,,,,,,,
EUB0000191c_BRD1@BRD,BAY-299,EUB0000191c,Cc1cc2c(cc1N1C(=O)c3cccc4c(CCCO)ccc(c34)C1=O)n(C)c(=O)n2C,OFWWWKWUCDUISA-UHFFFAOYSA-N,Bromodomain,BRD1@BRD,23774,O95696,"BRL, BRPF2",Inhibitor,BAY-364,67,IC50,TR-FRET assay,https://doi.org/10.1021/acs.jmedchem.7b00306,=,503,IC50,NanoBRET assay (HEK293T cells),,=,0,CEREP panel (LeadProfilingScreen Eurofins),68,"Screened at 10 µM against receptors, ion channels and enzymes, closest targets as % of contr.: A1 receptor (48%), Cl- channel (GABA-gated) (23%), PDE2A1 (49%), PDE5 (2%), >10000-fold selective; In vitro activity of closest targets (TR-FRET assays): IC50(BRPF1) = 3.15 µM, IC50(BRPF3) = 5.55 µM, IC50(TAF1L, BD2) = 0.106 µM, IC50(BRD4, BD1) >15 µM, IC50(BRD4,BD2) >20 µM; Screened in DSF assay against 48 bromodomains at 10 µM, closest targets: dTm(CECR2) = 3.5 K, dTm(EP300) = 3.5 K, dTm(BRD7) = 2.3 K; In vitro follow up ITC: Kd(CECR2) = 1.39 µM; Screened against31 bromodomains in (BROMOscan DiscoverX) at 100 nM, closest targets as % contr.: CREBBP (30%), TAF1L(BD2) (0.7%); Screened against 300 kinases at 10 µM, >10000-fold selective (PMID: 28402630)","https://doi.org/10.1021/acs.jmedchem.7b00306,  https://www.thesgc.org/chemical-probes/BAY-299",Epigenetic set,1 µM,,,,,,,
